date_confirmation,city,province,country,latitude,longitude,country_new,Record Count
28.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,182
27.02.2020,null,Lombardia,Italy,45.62741,9.770862,Italy,145
26.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,134
22.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,117
29.01.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,112
23.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,93
18.02.2020,Yokohama port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,88
17.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,85
22.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,85
16.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,85
24.02.2020,null,Lombardia,Italy,45.62741,9.770862,Italy,84
01.02.2020,null,Guangdong,China,23.35183,113.4305,China,83
01.02.2020,null,Henan,China,33.90335,113.6136,China,70
31.01.2020,null,Sichuan,China,30.66507,102.7093,China,69
25.02.2020,null,Lombardia,Italy,45.62741,9.770862,Italy,68
15.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,67
10.02.2020,Yokohama,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,65
03.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,62
31.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,60
30.01.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,55
01.02.2020,null,Hunan,China,27.63327,111.7063,China,55
31.01.2020,null,Shandong,China,36.359190000000005,118.1603,China,54
27.02.2020,null,Emilia-Romagna,Italy,44.53882,11.01768,Italy,50
28.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,49
03.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,49
13.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,44
06.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,44
29.01.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,42
29.01.2020,Taizhou City,Zhejiang,China,28.775,121.1116,China,42
24.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,42
27.01.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,42
07.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,41
12.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,40
27.02.2020,null,Veneto,Italy,45.66677,11.84727,Italy,40
01.02.2020,null,Beijing,China,40.18535,116.4151,China,39
31.01.2020,null,Shanghai,China,31.2045,121.4555,China,39
03.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,38
30.01.2020,null,Guangdong,China,23.35183,113.4305,China,37
29.01.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,37
05.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,37
04.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,35
01.02.2020,null,Shanghai,China,31.2045,121.4555,China,34
25.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,33
29.01.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,33
05.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,32
31.01.2020,null,Shaanxi,China,35.26458,108.8832,China,31
31.01.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,31
29.01.2020,null,Shanghai,China,31.2045,121.4555,China,30
02.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,30
08.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,28
26.02.2020,null,Veneto,Italy,45.66677,11.84727,Italy,28
20.02.2020,Shilifeng Prison,Zhejiang,China,29.091673999999998,119.054565,China,27
03.02.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,27
29.01.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,26
27.01.2020,null,Shanghai,China,31.2045,121.4555,China,26
02.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,26
04.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,26
01.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,26
08.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,26
22.02.2020,Codogno,Lombardia,Italy,45.1611,9.701432,Italy,26
06.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,25
04.02.2020,Beijing,Beijing,China,40.18535,116.4151,China,25
29.01.2020,Nanyang City,Henan,China,33.04534,112.2833,China,25
05.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,25
29.01.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,24
01.02.2020,null,Sichuan,China,30.66507,102.7093,China,24
26.01.2020,Xinxiang City,Henan,China,35.26547,114.084,China,24
01.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,24
06.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,24
05.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,24
04.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,24
29.01.2020,Xinxiang City,Henan,China,35.26547,114.084,China,24
06.02.2020,null,Beijing,China,40.18535,116.4151,China,23
02.02.2020,null,Sichuan,China,30.66507,102.7093,China,23
05.02.2020,Shenyang City,Liaoning,China,42.100120000000004,123.1391,China,23
02.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,23
29.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,23
03.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,23
04.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,23
01.02.2020,Beijing,Beijing,China,40.18535,116.4151,China,23
31.01.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,22
31.01.2020,null,Heilongjiang,China,48.03987,127.6804,China,22
01.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,22
26.01.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,22
06.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,22
26.02.2020,null,Emilia-Romagna,Italy,44.53882,11.01768,Italy,21
05.02.2020,null,Beijing,China,40.18535,116.4151,China,21
01.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,21
04.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,21
15.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,20
23.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,20
02.02.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,20
04.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,20
07.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,19
26.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,19
04.02.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,19
03.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,18
05.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,18
08.02.2020,null,Chongqing,China,30.07034,107.8793,China,18
31.01.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,18
04.02.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,18
07.02.2020,null,Beijing,China,40.18535,116.4151,China,18
03.02.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,18
29.01.2020,Shaoyang City,Hunan,China,26.91525,110.8759,China,18
30.01.2020,Taizhou City,Zhejiang,China,28.775,121.1116,China,17
27.01.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,17
07.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,17
07.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,17
28.01.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,17
03.02.2020,Zhuhai City,Guangdong,China,22.16925,113.361,China,17
29.01.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,17
26.02.2020,null,null,Kuwait,29.356559999999998,47.61266,Kuwait,17
08.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,16
25.01.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,16
02.02.2020,Hefei City,Anhui,China,31.79444,117.3428,China,16
07.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,16
25.02.2020,null,Daegu,South Korea,35.78134,128.58,South Korea,16
05.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,16
30.01.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,16
08.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,16
04.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,16
03.02.2020,Nanyang City,Henan,China,33.04534,112.2833,China,15
25.01.2020,Nanyang City,Henan,China,33.04534,112.2833,China,15
05.02.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,15
29.01.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,15
25.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,15
31.01.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,15
05.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,15
05.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,15
31.01.2020,null,Beijing,China,40.18535,116.4151,China,15
01.02.2020,null,Shaanxi,China,35.26458,108.8832,China,14
07.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,14
06.02.2020,Foshan City,Guangdong,China,23.0131,112.9444,China,14
03.02.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,14
03.02.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,14
05.02.2020,Dalian City,Liaoning,China,39.59944,122.2224,China,14
03.02.2020,Shenyang City,Liaoning,China,42.100120000000004,123.1391,China,14
03.02.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,14
06.02.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,14
21.02.2020,Codogno,Lombardia,Italy,45.1611,9.701432,Italy,14
31.01.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,14
02.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,14
01.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,13
26.01.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,13
04.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,13
03.02.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,13
25.01.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,13
03.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,13
16.02.2020,Ganzi Prefecture,Sichuan,China,30.945059999999998,100.01,China,13
04.02.2020,Shaoyang City,Hunan,China,26.91525,110.8759,China,13
29.01.2020,Jinhua City,Zhejiang,China,29.117459999999998,119.9524,China,13
31.01.2020,Anqing City,Anhui,China,30.61122,116.5956,China,13
29.01.2020,Hengyang City,Hunan,China,26.796020000000002,112.5737,China,13
03.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,13
27.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,13
02.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,13
07.02.2020,Hefei City,Anhui,China,31.79444,117.3428,China,13
02.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,13
24.02.2020,null,Busan,South Korea,35.20261,129.0816,South Korea,13
03.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,13
28.01.2020,Hefei City,Anhui,China,31.79444,117.3428,China,13
02.02.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,13
25.01.2020,null,Shanghai,China,31.2045,121.4555,China,13
06.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,13
08.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,13
29.01.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,12
24.02.2020,null,North Gyeongsang,South Korea,36.3174,128.7493,South Korea,12
29.01.2020,Yichun City,Jiangxi,China,28.30755,114.9732,China,12
03.02.2020,Dalian City,Liaoning,China,39.59944,122.2224,China,12
08.02.2020,null,Shanxi,China,37.62392,112.3012,China,12
03.02.2020,Tianjin City,Tianjin,China,39.297129999999996,117.3333,China,12
31.01.2020,null,Shanxi,China,37.62392,112.3012,China,12
31.01.2020,Zhuhai City,Guangdong,China,22.16925,113.361,China,12
27.01.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,12
29.01.2020,Shaoxing City,Zhejiang,China,29.7353,120.63600000000001,China,12
06.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,12
29.01.2020,Suzhou City,Jiangsu,China,31.378020000000003,120.6418,China,12
26.01.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,12
02.02.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,12
29.01.2020,Bozhou City,Anhui,China,33.43671,116.1808,China,12
16.02.2020,null,Heilongjiang,China,48.03987,127.6804,China,12
29.01.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,12
04.02.2020,Hefei City,Anhui,China,31.79444,117.3428,China,12
29.01.2020,null,Beijing,China,40.18535,116.4151,China,12
27.01.2020,Changde City,Hunan,China,29.30245,111.5202,China,12
08.02.2020,Huizhou City,Guangdong,China,23.24435,114.4983,China,12
23.01.2020,Taizhou City,Zhejiang,China,28.775,121.1116,China,12
28.01.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,12
01.02.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,12
26.02.2020,null,Lombardia,Italy,45.62741,9.770862,Italy,11
27.01.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,11
01.02.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,11
14.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,11
05.02.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,11
30.01.2020,Xinxiang City,Henan,China,35.26547,114.084,China,11
08.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,11
02.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,11
08.02.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,11
29.01.2020,Zhuzhou City,Hunan,China,27.12398,113.5158,China,11
29.01.2020,Changde City,Hunan,China,29.30245,111.5202,China,11
05.02.2020,Ordos City,Inner Mongolia,China,39.42306,108.6337,China,11
27.01.2020,Nanyang City,Henan,China,33.04534,112.2833,China,11
27.01.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,11
02.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,11
06.02.2020,Hefei City,Anhui,China,31.79444,117.3428,China,11
06.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,11
29.01.2020,Shangqiu City,Henan,China,34.28974,115.6977,China,11
02.02.2020,Bozhou City,Anhui,China,33.43671,116.1808,China,11
04.02.2020,null,Shanghai,China,31.2045,121.4555,China,11
30.01.2020,Hefei City,Anhui,China,31.79444,117.3428,China,11
07.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,11
29.01.2020,Ganzhou City,Jiangxi,China,25.71368,115.2745,China,11
30.01.2020,Zhoukou City,Henan,China,33.723859999999995,114.8773,China,11
27.01.2020,Xinxiang City,Henan,China,35.26547,114.084,China,10
03.02.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,10
05.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,10
04.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,10
06.02.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,10
02.02.2020,Wanzhou District,Chongqing,China,30.706120000000002,108.4023,China,10
30.01.2020,Nanyang City,Henan,China,33.04534,112.2833,China,10
07.02.2020,Nanyang City,Henan,China,33.04534,112.2833,China,10
26.02.2020,null,null,Bahrain,26.03915,50.56053,Bahrain,10
05.02.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,10
06.02.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,10
29.01.2020,Anqing City,Anhui,China,30.61122,116.5956,China,10
04.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,10
27.01.2020,Zhoukou City,Henan,China,33.723859999999995,114.8773,China,10
05.02.2020,Yokohama Port,Kanagawa Prefecture,Japan,35.45085,139.6651,Japan,10
04.02.2020,Changchun City,Jilin,China,44.38803,125.76899999999999,China,10
04.02.2020,Bozhou City,Anhui,China,33.43671,116.1808,China,10
25.01.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,10
25.01.2020,Wanzhou District,Chongqing,China,30.706120000000002,108.4023,China,10
02.02.2020,Zhuhai City,Guangdong,China,22.16925,113.361,China,10
30.01.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,10
03.02.2020,Shangqiu City,Henan,China,34.28974,115.6977,China,10
22.02.2020,null,null,Iran,32.75417,54.22084,Iran,10
03.02.2020,null,Shanghai,China,31.2045,121.4555,China,10
25.02.2020,null,Veneto,Italy,45.66677,11.84727,Italy,10
13.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,10
29.01.2020,Zhoukou City,Henan,China,33.723859999999995,114.8773,China,10
25.01.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,10
04.02.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,10
07.02.2020,Lu'an City,Anhui,China,31.75941,116.3151,China,10
08.02.2020,Zhuzhou City,Hunan,China,27.12398,113.5158,China,10
04.02.2020,Fuzhou City,Jiangxi,China,27.51128,116.4344,China,10
08.02.2020,Wenzhou City,Zhejiang,China,27.905379999999997,120.4404,China,10
06.02.2020,Fuzhou City,Jiangxi,China,27.51128,116.4344,China,10
06.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,10
04.02.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,9
27.01.2020,Tianjin City,Tianjin,China,39.297129999999996,117.3333,China,9
13.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,9
31.01.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,9
26.01.2020,Putian City,Fujian,China,25.45184,118.8892,China,9
03.02.2020,Pingdingshan City,Henan,China,33.796859999999995,113.0108,China,9
02.02.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,9
29.01.2020,Wanzhou District,Chongqing,China,30.706120000000002,108.4023,China,9
05.02.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,9
07.02.2020,Zhuhai City,Guangdong,China,22.16925,113.361,China,9
25.02.2020,Bahrain International Airport,null,Bahrain,26.269637,50.626495,Bahrain,9
06.02.2020,Suzhou City,Jiangsu,China,31.378020000000003,120.6418,China,9
22.02.2020,null,Busan,South Korea,35.20261,129.0816,South Korea,9
21.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,9
30.01.2020,Shangqiu City,Henan,China,34.28974,115.6977,China,9
26.02.2020,null,Liguria,Italy,44.26631,8.70904,Italy,9
29.01.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,9
02.02.2020,Taizhou City,Zhejiang,China,28.775,121.1116,China,9
02.02.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,9
03.02.2020,Yichun City,Jiangxi,China,28.30755,114.9732,China,9
28.01.2020,Ganzhou City,Jiangxi,China,25.71368,115.2745,China,9
08.02.2020,Foshan City,Guangdong,China,23.0131,112.9444,China,9
06.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,9
29.01.2020,Nanjing City,Jiangsu,China,31.92997,118.8424,China,9
13.02.2020,Shuangyashan City,Heilongjiang,China,46.682809999999996,132.5464,China,9
05.02.2020,Zhongshan City,Guangdong,China,22.52105,113.3859,China,9
14.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,9
24.02.2020,null,Veneto,Italy,45.66677,11.84727,Italy,9
05.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,9
06.02.2020,Shaoyang City,Hunan,China,26.91525,110.8759,China,9
27.01.2020,Shaoyang City,Hunan,China,26.91525,110.8759,China,9
24.02.2020,null,Emilia-Romagna,Italy,44.53882,11.01768,Italy,9
31.01.2020,Fuzhou City,Jiangxi,China,27.51128,116.4344,China,9
08.02.2020,Changsha City,Hunan,China,28.227590000000003,113.1532,China,9
07.02.2020,Bozhou City,Anhui,China,33.43671,116.1808,China,9
03.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,9
27.01.2020,Zigong City,Sichuan,China,29.28939,104.68299999999999,China,9
08.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,9
15.02.2020,Xinyang City,Henan,China,32.08258,114.8834,China,9
29.01.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,9
09.02.2020,Xi'an City,Shaanxi,China,34.10727,108.7872,China,8
05.02.2020,Bozhou City,Anhui,China,33.43671,116.1808,China,8
28.01.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,8
15.02.2020,Shenzhen City,Guangdong,China,22.65389,114.1291,China,8
26.01.2020,Foshan City,Guangdong,China,23.0131,112.9444,China,8
31.01.2020,Ma'anshan City,Anhui,China,31.62885,118.35600000000001,China,8
27.01.2020,Anyang City,Henan,China,35.87894,114.3525,China,8
29.01.2020,Nanning City,Guangxi,China,23.05898,108.4629,China,8
07.02.2020,Nanjing City,Jiangsu,China,31.92997,118.8424,China,8
01.02.2020,null,Shanxi,China,37.62392,112.3012,China,8
25.01.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,8
27.01.2020,Kunming City,Yunnan,China,25.39236,102.8739,China,8
05.02.2020,Panjin City,Liaoning,China,41.085770000000004,121.9994,China,8
04.02.2020,Nanyang City,Henan,China,33.04534,112.2833,China,8
26.02.2020,null,Busan,South Korea,35.20261,129.0816,South Korea,8
27.02.2020,null,Liguria,Italy,44.26631,8.70904,Italy,8
30.01.2020,Kunming City,Yunnan,China,25.39236,102.8739,China,8
05.02.2020,Huai'an City,Jiangsu,China,33.357009999999995,118.9639,China,8
15.02.2020,null,Tokyo,Japan,35.71145,139.4468,Japan,8
03.02.2020,Suzhou City,Jiangsu,China,31.378020000000003,120.6418,China,8
08.02.2020,Hefei City,Anhui,China,31.79444,117.3428,China,8
01.02.2020,Shaoyang City,Hunan,China,26.91525,110.8759,China,8
26.01.2020,Ningbo City,Zhejiang,China,29.711470000000002,121.4792,China,8
07.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,8
02.02.2020,Hangzhou City,Zhejiang,China,29.901659999999996,119.4715,China,8
27.01.2020,Yantai City,Shandong,China,37.24217,120.8051,China,8
07.02.2020,Bijie City,Guizhou,China,27.06873,105.2156,China,8
29.01.2020,Linyi City,Shandong,China,35.31235,118.2809,China,8
06.02.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,8
28.01.2020,Yichun City,Jiangxi,China,28.30755,114.9732,China,8
27.01.2020,Huaihua City,Hunan,China,27.55503,110.0777,China,8
27.01.2020,Xuzhou City,Jiangsu,China,34.3568,117.5145,China,8
06.02.2020,Yichun City,Jiangxi,China,28.30755,114.9732,China,8
04.02.2020,Jiujiang City,Jiangxi,China,29.3255,115.4418,China,8
25.02.2020,null,Emilia-Romagna,Italy,44.53882,11.01768,Italy,8
07.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,8
14.02.2020,Dongguan City,Guangdong,China,22.93336,113.8738,China,8
25.01.2020,Fuzhou City,Fujian,China,26.05196,119.1789,China,8
03.02.2020,Panjin City,Liaoning,China,41.085770000000004,121.9994,China,8
31.01.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,8
06.02.2020,Zhumadian City,Henan,China,32.92419,114.1505,China,8
08.02.2020,Xi'an City,Shaanxi,China,34.10727,108.7872,China,8
03.02.2020,Luohe City,Henan,China,33.65542,113.8999,China,8
07.02.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,8
13.02.2020,Tangshan City,Hebei,China,39.72276,118.3354,China,8
03.02.2020,Xi'an City,Shaanxi,China,34.10727,108.7872,China,8
03.02.2020,Zhuzhou City,Hunan,China,27.12398,113.5158,China,8
28.01.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,8
01.02.2020,Yueyang City,Hunan,China,29.0682,113.25399999999999,China,8
08.02.2020,null,Shanghai,China,31.2045,121.4555,China,8
15.02.2020,Dongguan City,Guangdong,China,22.93336,113.8738,China,8
07.02.2020,null,Shanghai,China,31.2045,121.4555,China,8
08.02.2020,Bamrasnaradura Hospital,Nonthaburi,Thailand,13.8538,100.5228,Thailand,7
30.01.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,7
16.02.2020,Suining City,Sichuan,China,30.633309999999998,105.4711,China,7
11.02.2020,Bengbu City,Anhui,China,33.10901,117.32600000000001,China,7
14.02.2020,Guangzhou City,Guangdong,China,23.349829999999997,113.5364,China,7
04.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,7
29.01.2020,Yongzhou City,Hunan,China,25.779320000000002,111.7296,China,7
29.01.2020,Fuyang City,Anhui,China,32.9188,115.7036,China,7
29.01.2020,Huaihua City,Hunan,China,27.55503,110.0777,China,7
05.02.2020,Pingdingshan City,Henan,China,33.796859999999995,113.0108,China,7
26.01.2020,Changde City,Hunan,China,29.30245,111.5202,China,7
05.02.2020,Huludao City,Liaoning,China,40.62562,120.1972,China,7
08.02.2020,Yichun City,Jiangxi,China,28.30755,114.9732,China,7
04.02.2020,Taizhou City,Zhejiang,China,28.775,121.1116,China,7
27.01.2020,Shangqiu City,Henan,China,34.28974,115.6977,China,7
31.01.2020,Shangrao City,Jiangxi,China,28.77693,117.4692,China,7
15.02.2020,null,Shandong,China,36.359190000000005,118.1603,China,7
29.01.2020,Cangzhou City,Hebei,China,38.26855,116.7593,China,7
03.02.2020,"Dalad Banner, Ordos City",Inner Mongolia,China,40.21311,109.8538,China,7
05.02.2020,Jinzhou City,Liaoning,China,41.47081,121.6189,China,7
13.02.2020,Nanchang City,Jiangxi,China,28.66149,116.0257,China,7
07.02.2020,Chengdu City,Sichuan,China,30.70291,103.8256,China,7
07.02.2020,Huainan City,Anhui,China,32.75738,116.734,China,7
03.02.2020,Ganzhou City,Jiangxi,China,25.71368,115.2745,China,7
02.02.2020,Xinyu City,Jiangxi,China,27.84546,114.8515,China,7
31.01.2020,Ganzhou City,Jiangxi,China,25.71368,115.2745,China,7
06.02.2020,Ganzhou City,Jiangxi,China,25.71368,115.2745,China,7
29.01.2020,Loudi City,Hunan,China,27.73964,111.6133,China,7
26.01.2020,Tongzhou District,Beijing,China,39.80292,116.7363,China,7
06.02.2020,Shangqiu City,Henan,China,34.28974,115.6977,China,7
29.01.2020,Yiyang City,Hunan,China,28.576829999999998,111.9523,China,7
04.02.2020,Dongguan City,Guangdong,China,22.93336,113.8738,China,7
26.01.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,7
04.02.2020,"Dalad Banner, Ordos City",Inner Mongolia,China,40.21311,109.8538,China,7
02.02.2020,Zhengzhou City,Henan,China,34.62931,113.46799999999999,China,7
25.01.2020,Sanya City,Hainan,China,18.39084,109.4197,China,7
01.02.2020,Nanjing City,Jiangsu,China,31.92997,118.8424,China,7
05.02.2020,Baotou City,Inner Mongolia,China,41.56212,110.2561,China,7
01.02.2020,Xuzhou City,Jiangsu,China,34.3568,117.5145,China,7
30.01.2020,Jinhua City,Zhejiang,China,29.117459999999998,119.9524,China,7
